['2008', 'kenya-in-south-africa-odi-series', 'rsa-vs-ken-1st-odi-kenya-in-south-africa-odi-series', 'SOUTH AFRICA', 'KENYA', 'ENGLAND', 'Oct 31', '02:30 PM \xa0LOCAL', 'SOUTH AFRICA==336==7==50', 'KENYA==177==10==49', 'SOUTH AFRICA', 'SOUTH AFRICA', '88']


['2007', 'west-indies-in-england', 'eng-vs-wi-1st-odi-west-indies-in-england', 'ENGLAND', 'WEST INDIES', 'ENGLAND', 'Jul 01', '10:45 AM \xa0LOCAL', 'ENGLAND==225==10==49', 'WEST INDIES==146==10==39', 'WEST INDIES', 'ENGLAND', '89']


['2007', 'south-africa-in-ireland-odi-match', 'ire-vs-rsa-only-odi-south-africa-in-ireland-odi-match', 'IRELAND', 'SOUTH AFRICA', 'NORTHERN IRELAND', 'Jun 24', '01:45 PM \xa0LOCAL', 'SOUTH AFRICA==173==4==31', 'IRELAND==131==10==30', 'IRELAND', 'SOUTH AFRICA', '90']


['2007', 'sri-lanka-in-new-zealand-odi-series', 'nz-vs-sl-3rd-odi-sri-lanka-in-new-zealand-odi-series', 'NEW ZEALAND', 'SRI LANKA', 'NEW ZEALAND', 'Jan 02', '10:00 AM \xa0LOCAL', 'SRI LANKA==112==10==35', 'NEW ZEALAND==110==6==24', 'NEW ZEALAND', 'NEW ZEALAND', '91']


